0.250000,0.225237,0.400778,0.483355,-49.925007,-2.856338,-1.900588,-0.661441,-0.324645,0.203823,-0.022269,0.855748,0.513278,0.141565,0.296074,-0.075470,-0.846416,0.000023,0.000028,0.000029,0.000047,0.000035,0.000023,0.000022,0.000024,0.000022,0.000022,0.000028,0.000029,1.721215,2.197098,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.250000,0.224507,0.398638,0.463989,-49.961605,-2.902936,-1.893177,-0.617501,-0.306817,0.185273,-0.025312,0.824965,0.502229,0.140835,0.266503,-0.088812,-0.786152,0.000023,0.000028,0.000028,0.000046,0.000035,0.000023,0.000022,0.000025,0.000022,0.000022,0.000028,0.000029,1.706438,2.177408,0.000000,0.003183,0.009328,0.084415,0.159529,0.203115,0.032305,0.191530,0.077710,0.080858,0.013263,0.134181,0.048158,0.003181,0.128897,0.058157,0.262685,0.000002,0.000001,0.000001,0.000004,0.000000,0.000001,0.000001,0.000003,0.000002,0.000001,0.000003,0.000000,0.064412,0.085828,
0.249121,0.222705,0.398249,0.445174,-49.955801,-2.878905,-1.924030,-0.618517,-0.334701,0.146075,-0.030808,0.795742,0.462819,0.158925,0.257883,-0.084927,-0.752933,0.000023,0.000028,0.000028,0.000046,0.000035,0.000023,0.000022,0.000025,0.000022,0.000022,0.000028,0.000029,1.686490,2.176022,0.003831,0.008318,0.009393,0.114556,0.162832,0.233383,0.139957,0.191815,0.147669,0.185142,0.026764,0.180086,0.175951,0.079085,0.132350,0.061422,0.293200,0.000002,0.000002,0.000001,0.000004,0.000001,0.000003,0.000003,0.000003,0.000003,0.000001,0.000003,0.000000,0.105448,0.085722,
0.250000,0.221479,0.395720,0.426415,-49.954346,-2.910916,-1.938309,-0.572303,-0.315131,0.143213,-0.017649,0.762466,0.462735,0.231516,0.291644,-0.046666,-0.665169,0.000023,0.000028,0.000028,0.000045,0.000035,0.000024,0.000024,0.000025,0.000025,0.000024,0.000028,0.000028,1.694331,2.231410,0.005559,0.009567,0.014035,0.135562,0.163230,0.269242,0.150970,0.270933,0.171686,0.184669,0.065046,0.222433,0.175927,0.322264,0.204333,0.179751,0.464655,0.000002,0.000003,0.000001,0.000007,0.000001,0.000003,0.000006,0.000004,0.000010,0.000008,0.000003,0.000002,0.113278,0.260712,
0.249414,0.222406,0.395525,0.408759,-49.968435,-2.916687,-1.837454,-0.521303,-0.290679,0.147518,-0.022266,0.749819,0.411641,0.223641,0.286139,0.005327,-0.605800,0.000023,0.000027,0.000028,0.000044,0.000036,0.000026,0.000025,0.000026,0.000025,0.000024,0.000028,0.000028,1.696935,2.292238,0.006117,0.010714,0.013990,0.149295,0.172015,0.269248,0.472928,0.337243,0.200925,0.187021,0.068402,0.223955,0.274566,0.326265,0.205618,0.284041,0.511225,0.000002,0.000003,0.000001,0.000007,0.000003,0.000009,0.000008,0.000006,0.000010,0.000008,0.000004,0.000002,0.114458,0.366195,
0.251074,0.223450,0.398249,0.388618,-50.038469,-2.938548,-1.826383,-0.513130,-0.254258,0.188966,0.025189,0.757127,0.388100,0.205065,0.257339,-0.016365,-0.562294,0.000023,0.000027,0.000028,0.000042,0.000035,0.000026,0.000025,0.000026,0.000025,0.000024,0.000027,0.000027,1.678196,2.277450,0.009578,0.011892,0.019113,0.164292,0.341608,0.280956,0.473911,0.335725,0.251197,0.268858,0.217870,0.229606,0.284834,0.340668,0.239721,0.305164,0.525717,0.000002,0.000004,0.000002,0.000009,0.000005,0.000009,0.000008,0.000006,0.000010,0.000008,0.000005,0.000003,0.137340,0.375590,
0.251465,0.222018,0.396109,0.367736,-50.056342,-2.948694,-1.818309,-0.488421,-0.285383,0.200160,0.050832,0.708074,0.349133,0.208497,0.220601,-0.014367,-0.529496,0.000023,0.000027,0.000027,0.000041,0.000035,0.000026,0.000026,0.000026,0.000025,0.000025,0.000028,0.000027,1.661984,2.265474,0.009685,0.013238,0.021012,0.176976,0.344543,0.281467,0.473954,0.342025,0.293064,0.273858,0.239848,0.297930,0.316583,0.340357,0.283309,0.304902,0.527427,0.000002,0.000004,0.000002,0.000010,0.000005,0.000009,0.000009,0.000006,0.000010,0.000008,0.000005,0.000003,0.149870,0.381729,
0.249805,0.220525,0.393969,0.348151,-50.090592,-3.004135,-1.790700,-0.402361,-0.315644,0.213552,0.105272,0.703164,0.353847,0.219272,0.236567,-0.011707,-0.520080,0.000024,0.000026,0.000027,0.000041,0.000035,0.000027,0.000026,0.000027,0.000025,0.000025,0.000029,0.000029,1.662147,2.303629,0.012289,0.014423,0.022550,0.184606,0.363320,0.356909,0.484326,0.477413,0.325057,0.280185,0.325389,0.296261,0.319679,0.341476,0.295833,0.304589,0.523350,0.000005,0.000004,0.000002,0.000010,0.000005,0.000009,0.000008,0.000006,0.000010,0.000008,0.000009,0.000007,0.149936,0.410072,
0.249414,0.219605,0.392412,0.328494,-50.120298,-2.992315,-1.777331,-0.406685,-0.364307,0.252321,0.140748,0.660519,0.355938,0.284342,0.257332,-0.030722,-0.486013,0.000024,0.000026,0.000027,0.000040,0.000035,0.000027,0.000027,0.000027,0.000025,0.000026,0.000029,0.000028,1.637267,2.274626,0.012400,0.014677,0.023094,0.190015,0.372733,0.365421,0.484798,0.480124,0.389270,0.326047,0.347477,0.330621,0.320850,0.432368,0.313339,0.319483,0.523174,0.000005,0.000004,0.000003,0.000010,0.000005,0.000009,0.000008,0.000006,0.000010,0.000008,0.000009,0.000007,0.176928,0.436256,
0.249316,0.219667,0.394358,0.308638,-50.143521,-2.969976,-1.771035,-0.374056,-0.349653,0.273615,0.178122,0.666689,0.323878,0.255443,0.213434,-0.067672,-0.468394,0.000024,0.000026,0.000027,0.000039,0.000034,0.000026,0.000027,0.000027,0.000025,0.000025,0.000029,0.000028,1.630716,2.308255,0.012403,0.014703,0.025255,0.193511,0.374307,0.386121,0.483974,0.483862,0.395946,0.335941,0.367553,0.335325,0.335239,0.459416,0.362483,0.362377,0.516632,0.000005,0.000004,0.000003,0.000010,0.000005,0.000009,0.000009,0.000007,0.000010,0.000009,0.000010,0.000008,0.176122,0.454524,
