0.714844,0.861172,0.953307,0.631274,-107.077638,-0.355282,0.154929,-1.057920,1.198860,-1.362395,1.232641,-0.504805,0.016133,-0.821961,-0.730892,0.126311,0.257158,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.309829,213.533902,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000006,
0.705469,0.843642,0.950973,0.603930,-106.381331,-0.398116,0.207342,-0.976335,1.274435,-1.223222,1.203327,-0.403528,0.088375,-0.810563,-0.665630,0.177177,0.243513,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.341541,203.764581,0.040865,0.076413,0.010176,0.119191,3.035133,0.186710,0.228459,0.355621,0.329425,0.606641,0.127778,0.441456,0.314893,0.049684,0.284472,0.221718,0.059481,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.138231,42.583483,
0.682617,0.814063,0.924514,0.586650,-104.477150,-0.629194,0.138599,-0.916976,1.244483,-1.082605,1.144122,-0.377909,0.165243,-0.793441,-0.607702,0.201556,0.256475,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.285390,193.560215,0.105656,0.146374,0.115246,0.137604,8.686334,1.014695,0.386245,0.428635,0.360685,0.839382,0.281879,0.449627,0.447570,0.087455,0.370299,0.240772,0.084168,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.287357,59.936853,
0.665723,0.794874,0.909728,0.558887,-102.968809,-0.892831,0.105776,-0.859773,1.203541,-0.920978,1.124672,-0.368963,0.194271,-0.770403,-0.536775,0.184877,0.263982,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.254420,183.488995,0.124488,0.163137,0.128779,0.176357,10.527787,1.485182,0.410588,0.479347,0.407036,1.053785,0.288444,0.448793,0.455710,0.128135,0.463925,0.256451,0.090361,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.315094,71.535079,
0.649219,0.771719,0.892996,0.535982,-101.474429,-1.502067,0.019220,-0.805329,1.242122,-0.881281,1.041140,-0.375742,0.202512,-0.733327,-0.502205,0.151480,0.263801,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.310446,173.872186,0.138026,0.183658,0.142985,0.194304,11.873681,2.933083,0.549929,0.514312,0.439999,1.051360,0.444674,0.451808,0.453901,0.196754,0.473828,0.301446,0.090378,0.000002,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.406363,79.350946,
0.631543,0.746442,0.869650,0.511229,-100.128295,-2.071801,0.107602,-0.690588,1.173462,-0.777640,0.907213,-0.327499,0.235166,-0.692487,-0.436887,0.078962,0.309286,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.267175,163.683251,0.150557,0.203341,0.167286,0.211371,12.662085,3.669278,0.689078,0.675795,0.537691,1.099872,0.698023,0.485693,0.462724,0.251324,0.525070,0.440952,0.216502,0.000002,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.448062,86.376066,
0.610840,0.719419,0.847082,0.486767,-98.120194,-2.424766,0.078632,-0.698019,1.134635,-0.735141,0.818078,-0.321496,0.213429,-0.550970,-0.362397,0.084500,0.269550,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.225419,153.490605,0.165415,0.221408,0.184080,0.223996,14.458055,3.823474,0.698593,0.680593,0.561945,1.092855,0.761693,0.484205,0.482300,0.637990,0.580797,0.442205,0.284631,0.000002,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.479922,91.752467,
0.585352,0.685174,0.808171,0.458563,-95.970225,-2.886009,-0.019323,-0.620460,1.062573,-0.516704,0.678571,-0.388398,0.238230,-0.465042,-0.270271,0.003331,0.239426,0.000001,0.000003,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.340933,146.942532,0.185482,0.248183,0.233207,0.239032,16.073079,4.092927,0.809565,0.722269,0.636546,1.351620,0.913395,0.586534,0.484266,0.707635,0.656267,0.560302,0.314649,0.000003,0.000013,0.000010,0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.709474,91.906732,
0.559473,0.651715,0.774125,0.433820,-94.025838,-3.351311,-0.174625,-0.472724,1.096044,-0.320966,0.648245,-0.334371,0.245420,-0.407180,-0.207721,-0.000022,0.262402,0.000001,0.000003,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.260413,136.465290,0.201062,0.266622,0.257928,0.245401,16.940538,4.302390,1.029332,0.898393,0.659999,1.491230,0.904521,0.622014,0.481977,0.723226,0.668879,0.559756,0.331435,0.000003,0.000013,0.000010,0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.794700,95.588383,
0.541406,0.631839,0.759339,0.411380,-91.596849,-3.584208,-0.286339,-0.556440,1.155272,-0.235914,0.580578,-0.237372,0.275724,-0.340621,-0.100370,0.008445,0.242419,0.000003,0.000004,0.000003,0.000001,0.000000,0.000001,0.000001,0.000001,0.000002,0.000003,0.000002,0.000002,3.208026,126.295016,0.202518,0.265080,0.255699,0.246835,18.321469,4.259765,1.105899,1.018947,0.717238,1.477856,0.908883,0.729800,0.485648,0.742976,0.744336,0.562875,0.342995,0.000007,0.000014,0.000010,0.000003,0.000001,0.000002,0.000004,0.000002,0.000007,0.000010,0.000006,0.000005,0.823720,97.646178,
